id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
341YLJU21IXOKANV27467Z1O1VG2IO##3X73LLYYQ2CNZLZY8BQ7OVZVQ8PHNP##A29RROPO0Z90XV##Blog_1503720##q1_a2##3MXX6RQ9EXJ5YZOT3EPE19N60W7P4D,Also spoke to module tutor regarding arrangements for the module I ' m doing this semester . She was fab too and I now have every single handout we will be given for the module I ' m doing as well as lecture notes / power point thing for the first lecture . I 'll get these weekly but a week before the lecture so i can read up prior to lecture ; due to not being able to make notes it means I can get ahead a bit with my understanding by doing this . She is waiting for a copy of the lecture recommendations from my disability adviser which will flag up any more things that need sorting .,Why was he able to get help from his tutor ?,He had a new disability that was recently diagnosed .,He hired a tutor to give his grades a boost .,None of the above choices .,He wanted to get ahead for the semester .,0,0,[-0.3674 -4.77   -3.871  -1.778 ],3,[-19.358902 -26.657465 -26.543545 -19.101686]
3J9UN9O9J3QDJB4N52LS0CN9HAK0J9##3GM6G9ZBKOV7MC5TW4SWPZDJVYFTMN##A2CMYWI1J292YJ##Blog_1058604##q1_a1##3BVS8WK9Q29X2CMY5Y9H0QS0O7FBI9,"Which again Awesome . Then my older sisters husband pulled out his guitar and jammed out for about 2 hours . He 's awesome when it comes to the guitar ( which he should be as he has a Masters in Jazz Guitar Performance ... ) , he 's in a couple different bands that play locally . I got him to play a couple Metallica songs , and ' Back in Black ' and ' Hell 's Bells ' .",Why did I ask him to play Back in Black ?,It is my favorite song .,This song would last 2 hours .,I wanted to know if he could play this song .,None of the above choices .,0,2,[-3.78  -5.332 -2.643 -3.215],2,[-26.435604 -31.963686 -22.893463 -26.511995]
3OWZNK3RYLNTT1IVWOTKQ2PZV2VU24##3R6P78PK7L97U297L1U1CUTM19RGTM##A1OPGPTQJ48XOY##Blog_1342942##q1_a1##3EAWOID6MVB14V3O6PBBVYMB5C9V0D,"I feel loved at the moment . Essentially I ' ve been away from school for two weeks - it feels like it - it 's been nice . I got home yesterday from my trip to Townsville which I 'll get to later - but yesterday before I caught my plane I got my hair cut . So this morning many of my students complemented my hair - I even got a "" You look pretty miss "" from a year nine boy - to which I replied - "" I always look pretty ! "" .",Why did you make the remark that you always look pretty ?,I wanted the child to know that I am used to getting compliments about my appearance all the time,I wanted to be lighthearted and funny with the kids to make sure they 're comfortable and that they enjoy my being their teacher,None of the above choices .,I wanted the child to know that I was confident and did n't need his compliments,1,1,[ 6.758   6.96   -0.3018  4.383 ],0,[-14.595725 -15.496677 -26.018642 -21.09942 ]
3K3IX1W4S85K0O4ACFZ5EC96SZPAPH##3ERMJ6L4D17ZJ37T3Y1VC19ADGY7ML##A33PQXKQHFVF3V##Blog_340826##q1_a1##306996CF6YYM26Q0XROB8RBE7DFB18,"They finally got the part installed and I hit the road at 4PM , with about a 6-hour drive ahead of me . Susan and the girls had arrived hours before and were shopping for house stuff . About four hours into my drive Susan called to say that the van had a flat , and AAA was flummoxed because we changed our membership to the Texas "" club "" but Susan 's mobile phone still had an Atlanta area code .",Why were they so confused about the area code change ?,The membership was made for Texas but the phone number was from Georgia .,The tire was located in Atlanta when the people were in Texas .,They did n't know where they should dispatch and fix the tire .,They were n't sure if it was the real people calling .,0,3,[-3.627 -6.164 -3.762 -2.68 ],2,[-17.510408 -21.32429  -17.040749 -19.668396]
30UZJB2POJQGNTN6JLBHTYQJVPW53U##3IXEICO795YKSYJ8TLXFS146CBDT68##A2KYOM2ZGYDJGT##Blog_1295462##q1_a1##30P8I9JKOKZ0Z2PP3VHNCTI2MLZV5F,"If life were long enough I 'd read the 4000 page version , because I really did enjoy it so much . ) The main problem was that it made me feel so uneducated , and now I just want to learn Greek and Latin and Italian and proper French and know everything about philosophy . Yeah , that 'd sound good . Who 's your academic inspiration ?",What 's a possible reason the writer wants to know everything about philosophy ?,Because they will read the 4000 page version .,None of the above choices .,Because the writer wants to learn Greek and Latin .,Because the writer feels uneducated .,1,1,[-4.195 -1.05  -4.176 -3.518],3,[-31.333935 -25.033218 -31.912197 -23.671068]
367O8HRHKIM2BR4LVVT8WESHMZXS4G##34PGFRQONRQO8A2989WFOPGAZJ5WJA##A8E99XNOTT390##Blog_641516##q1_a1##3ZVPAMTJWPH6MSXSB7V4FTKORI2RGQ,"I went to a party on friday night will my old college friends . I got really , really , really drunk - However , I was one of the few who did n't throw up ; since I am the awesomeness . : o)Anyway , in other random news , Stefan ( my danish friend ) and his GF is visiting me on monday for a few days . It was a bit random the way I found out about it ( well , last wednesday evening ) but since its Stefan , he can get away with this !",What ype of person is Stefan ?,Someone who plans well .,None of the above choices .,Someone who is unpredictable .,Someone who is a drunk .,2,2,[-1.143   -2.404    1.43    -0.04123],3,[-26.64722  -26.426207 -24.516367 -20.053698]
3MNJFORX8B2W9G4SJI0J29R85DFF5B##3X66WABAJXG2VLBD6MOAUHPO6UJ3G0##AO33H4GL9KZX9##Blog_504440##q1_a1##31KPKEKW4CRMVH5I18KBUMS42GC0BN,"I could have never done as well as they did , and like I said yesterday , I ' m not as heavy as a lot of them . I guess that study that says that you can be "" fat and fit "" was n't all that far off after all . I 'll tell you , I 'd have been back there with that 413 lb . guy that was walking and trying to hold up his pants ( they started falling down if he ran ) .",What might have I done prior to this that I feel I could 've never done as well as they have ?,I might have a running session with other fit people .,I might have a running session with other fat but fit people .,None of the above choices .,I might have a walking session with other fat but fit people .,1,2,[-2.771  -1.72   -0.3113 -2.404 ],0,[-24.174828 -26.736584 -25.12758  -27.64647 ]
386659BNTLF6OUOJFDFMWCRNNTW10I##3P4RDNWND64RCQJXZVG0V0JTHVFIJJ##AJ7NSZOAFP05U##Blog_454197##q1_a1##3IHWR4LC7FRE0EOR2MP79O2ZG3Y8IF,"I can sit beside the box and Cinderella can not see me as well , so I will not serve as a distraction . The next advantage that I found is that the food can be administered through a hole in the side of the box . Not only does this eliminate the issue of Cinderella associating getting food with the sight of my hand , but the food also travels a shorter distance relating in less sound . The food is also not bouncing all over the box when it is dropped .",What may be your reason for hiding food from Cinderella ?,She attempts to steal everything I want to eat .,None of the above choices .,It prevents her from dropping the food .,I eat everything Cinderella wants to eat .,0,2,[-2.438 -2.572  2.547 -4.08 ],2,[-26.317114 -25.935446 -18.69925  -31.930264]
37VUR2VJ6ANQIMJZRT86RDTOWWB1CL##3XUHV3NRVLWJ9WTS4BULUEZ906BH5O##A2LTOS0AZ3B28A##Blog_1452875##q1_a2##3OQQD2WO8KKSZHILQ5UBI7UO0MXI3Y,"Recitation was fabulous again . We sat outside under my old window in the grass like hippies . We went over the theme of having a core to one 's being , as presented in Blind Chance and Tapestry .",Why are they sitting under her old window like Hippies ?,They were so involved in working on the tapestry together they needed somewhere to sit .,Blind chance brought them all together there .,They wanted tot alk about Blind chance and Tapestry .,None of the above choices .,2,0,[-1.28  -2.59  -5.105 -3.06 ],3,[-28.50082  -28.831532 -29.545229 -26.790762]
3P4ZBJFX2V1QMZJCFJNSS94LP8TWFF##3YMU66OBIO6HPTICL7DCYBQYPROHGS##A1OPGPTQJ48XOY##Blog_300889##q1_a1##32204AGAADQTXYJPF2JA1PII49VHGA,"Today at lunch my co - worker and I were waiting for our sandwiches at the cafe next door . I was telling her about how I have been looking on Craigslist for a dining room table - but every time I respond to an ad the seller tells me they already have 2 or 3 people interested ahead of me . I stated that I needed to start getting up early just to log in and see what was posted during the overnight , that way I could be the first to respond and actually have a chance at getting a nice one .",What happened after you decided to wake up early to respond to ads ?,None of the above choices .,I could not beat others to the punch because they were quicker to get the pieces because most of the took them to flip them for a profit and they did that as a job and full time,Nothing changed because some people seem to stay on craigslist all the time getting products,I began to be the first in line to look at pieces and decide whether I wanted them,3,1,[-3.152   0.2515 -1.963  -0.2078],1,[-24.672432  -15.7632065 -24.96534   -15.853645 ]
3N5YJ55YXIHKX3SXW0MDAN4BS0MANF##3VAR3R6G1SGRJKXOQJ8EI5UALVK8OH##A2KYOM2ZGYDJGT##Blog_401139##q1_a1##3L7SUC0TTW8IE89FSXAK823ZF1N0MU,"Matthew has been in daycare now for three weeks , three times each week . First of all , I like the lady that we have him at . She just moved this week , though , so you can imagine moving plus having a daycare plus having four children of you own . They are definitely still settling in .",Why has Matthew been in daycare ?,Because they are definitely still settling in .,Because the lady just moved this week .,Because he 's been there for three weeks .,None of the above choices .,3,3,[-6.316 -6.43  -7.035 -1.183],0,[-25.656385 -31.321987 -30.584421 -26.142202]
3D1TUISJWIYX4MWXLRECDIWGKKBIUU##3XXU1SWE8NT542ZD1ZEHWXGE5FCA0A##A2CMYWI1J292YJ##Blog_908298##q1_a2##31ODACBENWT90WRJTS0LZHTMJ7LSQ1,"I fell asleep and took a nap , and I had a dream we were trying to hide in Costco overnight . There was a mix of my school and church friends there . First we tried to hide behind these mattresses , but the security guards would shine lights on us and yell at us , and we would just scatter to a new hiding spot . I finally decided on climbing their huge metal shelves .",Why would we want to hide in Costco ?,None of the above choices .,We can not afford Costco annual membership fee .,We are in danger .,We want to have fun .,3,2,[-2.229 -5.92   2.336 -2.244],2,[-26.358389 -29.148352 -20.856396 -26.219122]
3D1TUISJWIYX4MWXLRECDIWGKKBIUU##3XXU1SWE8NT542ZD1ZEHWXGE5FCA0A##A2CMYWI1J292YJ##Blog_908298##q2_a1##37PGLWGSJVKYVFQSBBMAZTBQB3RIK7,"I fell asleep and took a nap , and I had a dream we were trying to hide in Costco overnight . There was a mix of my school and church friends there . First we tried to hide behind these mattresses , but the security guards would shine lights on us and yell at us , and we would just scatter to a new hiding spot . I finally decided on climbing their huge metal shelves .",What do I like about Costco ?,jungle gym like structure,high quality mattresses,None of the above choices .,free sample food items,0,2,[-5.766 -4.73  -3.623 -6.277],2,[-29.479225 -30.166956 -27.486544 -31.485405]
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q1_a2##3FSEU3P2NTEXBI66RIPGEXYVTOYRR1,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was Leah crying at the doctor ?,Her mom was forcing her to see people she did n't want too .,She was having a terrible headache .,None of the above choices .,Leah had a broken heart and needed to see the doctor .,1,3,[-0.988  -2.193  -2.543   0.1869],0,[-23.647743 -24.76012  -26.365187 -26.083164]
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q2_a1##3YLTXLH3DHKZABCOIL9XVYWA5XCPHA,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was mom heart broken ?,She thought she should be able to help the doctor .,The mom could n't do anything for Leah .,None of the above choices .,She was glad that Leah was sick .,1,0,[-1.081 -1.507 -2.62  -2.39 ],2,[-31.107414 -27.317055 -26.574444 -32.355618]
3FVBZG9CLJCHS59XH2I7OZ7U4IS0HG##3DQQ64TANHJ5ZW60JPPZTNED54TPW5##AJ7NSZOAFP05U##Blog_1295846##q1_a2##3UY4PIS8QTZO3FFX0HTKZMB8OWL1N3,"He had turned and caught her staring , of course , and Wendy had frowned and looked down at her work , trying to blink away the tight feeling in her stomach . Hodges is not attractive , at least not the way Wendy is . She 's a Vegas girl , born and bred , and she 's been aware of her looks since she was old enough to notice that boys tended to talk to any part of her body besides her face . She 's used to absurdly good - looking men hitting on her in bars , at the gym , even in the field on the rare occasion she manages to leave the lab . Pretty men with shampoo commercial hair and bleached white smiles .",What may have been the reason for Wendy 's discomfort ?,She was in a situation that was n't familiar to her .,She was getting tried of the Vegas situation that is way too familiar to her .,None of the above choices .,Hodges was checking her out .,0,0,[ 6.28   -0.6646 -0.8613  1.903 ],3,[-17.672186 -26.202911 -23.881498 -16.929409]
3PA41K45VN2NNX75LEBLCNJ8YS77P1##3MX2NQ3YCASGVMT79FC7X0N3NWH5XR##AJ7NSZOAFP05U##Blog_258113##q1_a2##3UZUVSO3P99H5YO9049ZTR528ILEMB,"Spring is cool and summer scorching in Serenity Valley . Dean remembers how the heat seemed to cling to his body , moist , heavy , almost pressing him down . He remembers Kaylee pressing down on him , hair like a waterfall , smelling of girl and woman , of car and blue skies .",What might Dylan remember about Serenity Valley ?,He would scoff when thinking about the extreme temperatures .,He would reminisce about the cool temperatures during the summer .,None of the above choices .,He would scoff when thinking about the girl that did n't love him .,0,0,[ 1.51   0.876 -2.693 -4.586],1,[-26.713005 -23.599102 -27.399887 -28.418705]
3FBEFUUYRMJCQIM5XJ0W8CIPX1F6A1##3GDTJDAPVXQ3JHCCD3T1Q155PQ08MM##A2CMYWI1J292YJ##Blog_1187780##q2_a1##3BPP3MA3TEYXZG6O0S8KTEQD8IWLER,"The list for my kids has a character trait request for each day of the month , so that every day I pray for a different aspect of their development . I believe the list was originally from an article in Focus on the Family 's magazine , many many many years ago . I have been praying through this list since they were born , I believe . God has answered graciously with two very wonderful children !",what am I grateful about ?,None of the above choices .,Two kids with great focus,Two religious kids,Two kids with normal development,3,2,[-2.783  -1.652   4.105   0.3718],1,[-24.546999 -23.812965 -23.88692  -25.17783 ]
3B0MCRZMBT8RNSAC1YH247Y1RNAPP1##3HUTX6F6VX2GX5VZA2ZD8EH7XB4O20##A2KYOM2ZGYDJGT##Blog_1449961##q1_a1##307L9TDWJ06KDITCNL73NFQ5MMBN35,"Ummm ... I recall last post mentioning that I had slightly fallen off the no - yarn - buying wagon and was mostly resisting casting on new projects . Remember that ? Yeah , not so much , anymore .",Why had I slightly fallen off the no - yarn - buying wagon ?,Because last post mentioned it .,None of the above choices .,Because I remember that .,Because I bought yarn .,3,1,[-4.65  -1.319 -3.59  -5.24 ],1,[-31.497835 -26.078232 -31.833572 -28.069662]
34O39PNDK8MAVBPHVL3QEITRAPVRBX##3VZLGYJEYOPTXPC300VNE2I7R9SZXB##AO33H4GL9KZX9##Blog_1341464##q1_a1##3D1UCPY6GINZAB68HJIK5I0AXL838H,"Board : Traditional LetterboxesAuthor : MrOspitalI just received an email via LbNA about one of my boxes that has had 3 attempts . Each time I maintained it it was in place where the clues described . However due to the entrance fee ( $ 8 ) 3 times in 2 months , I had thought about retiring the box to a new location . This boxer however complimented by clues , box disguise , and carving !",Where might I have placed my letter box ?,I might have placed my entrance fee in a place that shows me letter box,I might have placed my letter box in a place that requires an entrance fee .,I might have placed my letter box in a place that requires no entrance fee .,I might have placed my letter box in a place that requires multiple entrance fees .,1,3,[-4.023 -2.094 -3.104 -1.795],3,[-29.74121  -21.653898 -23.635517 -16.612677]
3I7KR83SNABQQPYINJ4XU2OFZEP9KQ##30BXRYBRP5VDMF8C0CHUKECMKX1HWF##A2KYOM2ZGYDJGT##Blog_948802##q1_a1##3W9XHF7WGM9O4T635NLED0DZMPCTKE,"Ca n't believe every station it is under $ 4.00 ! ! ! ! ! I miss Canada , the train ride was loooong , but beautiful . My family and I picked up the Amtrack train at Washington DC at 3 am in the morning , do n't ask , the Canadian travel packages has the trains leaving in all odd time of the day . Yet , it does n't matter because I was able to see the beautiful Adirondacks and Lake Champagne .",Why ca n't the writer believe that it 's under $ 4.00 at every station ?,Because they miss Canada .,Because the train ride was beautiful .,None of the above choices .,Because the train ride was looong .,2,2,[-4.92  -5.18  -1.641 -3.535],0,[-26.029549 -27.73653  -26.748386 -26.360006]
38XPGNCKHVEI3JLPPQYD71CPNX84V6##3QY7M81QHA14TF7QIMOFXOH6QLO7KN##A3GVXFBYAU9HP##Blog_1146029##q1_a1##3538U0YQ1H88PQGVPXOQFAHXLCZF31,When I picked her up there was only her and one other little girl left . She had her backpack on and was sitting on her teachers lap . She looked at me and little tears welled up in her eyes .,Why were there tears welling up in her eyes when I picked her up ?,She hoped I forgot her .,I was late to pick her up .,I was early to pick her up .,I was on time to pick her up .,1,1,[-3.334 -2.932 -3.34  -5.11 ],2,[-31.535868 -25.375736 -23.651901 -25.59355 ]
38XPGNCKHVEI3JLPPQYD71CPNX84V6##3QY7M81QHA14TF7QIMOFXOH6QLO7KN##A3GVXFBYAU9HP##Blog_1146029##q1_a2##334ZEL5JX8T6FKE3EF8HACYN5TPOSO,When I picked her up there was only her and one other little girl left . She had her backpack on and was sitting on her teachers lap . She looked at me and little tears welled up in her eyes .,Why were there tears welling up in her eyes when I picked her up ?,She thought I forgot her .,I was early to pick her up .,I was on time to pick her up .,She hoped I forgot her .,0,0,[-2.215 -3.34  -5.11  -3.334],1,[-26.33588  -23.651901 -25.59355  -31.535868]
33K3E8REWY9BQ9DM18P8CYPE4HE8XT##3IUZPWIU1RMJJU8RQUWRP4GNIY8WKW##A394JO4NEPCY3M##Blog_1592438##q1_a2##3GL25Y68458QBYFQV9ZRHGQ9OTXXME,"Talking bout the movie should be done after the movie , if you really need to talk WHISPER SOFTLY ( some people whispers really loudly ) I ' m thinking the next time round I go for a movie and meet these kind of irritating people , I should just tell them off ! What do you all think ? ? ? ? ? ? * another thing you guys should know , I hate it when people sitting behind me kick my chair .",What is probably true about the narrator ?,They talk during movies,They do not like going to the movies,They do not talk during movies,They do not think talking during movies is rude,2,3,[-3.111    0.06494 -3.863    2.555  ],0,[-24.415512 -27.599922 -25.024553 -28.094837]
33K3E8REWY9BQ9DM18P8CYPE4HE8XT##3IUZPWIU1RMJJU8RQUWRP4GNIY8WKW##A394JO4NEPCY3M##Blog_1592438##q1_a1##3JU8CV4BRNQ92SYBMY4NF7TBHU3POX,"Talking bout the movie should be done after the movie , if you really need to talk WHISPER SOFTLY ( some people whispers really loudly ) I ' m thinking the next time round I go for a movie and meet these kind of irritating people , I should just tell them off ! What do you all think ? ? ? ? ? ? * another thing you guys should know , I hate it when people sitting behind me kick my chair .",What is probably true about the narrator ?,They talk during movies,They like going to movies,They do not like going to the movies,They do not think talking during movies is rude,1,3,[-3.111   -4.137    0.06494  2.555  ],0,[-24.415512 -24.584259 -27.599922 -28.094837]
3CO05SML7V3UHZN0D7U12390RK9R09##3PMBY0YE281BTBKOL9T1V37V6DLC90##A2KYOM2ZGYDJGT##Blog_666860##q1_a1##3E24UO25Q141SMG6725E972UMCJO66,"I honestly apologize for the lack of posts during the past week ! I was busy with project work ( the Japan trip was n't all fun and play ) plus , I attended SINGFest 2008 so a whole weekend was burnt in the mosh - pit . And thus , I owe you guys much updates . But first up , a general haul post before I turn in .",What was burnt in the mosh pit ?,None of the above choices .,SINGFest 2008,The Japan trip,A whole weekend,3,1,[-2.248 -1.113 -2.723 -4.2  ],1,[-27.027843 -24.016088 -27.585749 -25.704638]
3RSBJ6YZEE4XBF9H8V8I3DF7FJZOF2##34PGFRQONRQO8A2989WFOPGA3E0WJZ##A2KYOM2ZGYDJGT##Blog_1097865##q1_a1##3PUV2Q8SV6IGU16CDK869TCNWC3DBP,"Damn that Year 10 kid ... is he deaf or something ? So many of us seniors tried to kick him out of the Year 11 line but he would just not say anything ... grrr ... I tried shoving him out but then i did not want to look like a mean person of something . Next time though , i am going to shove that guy out of the way if he even dares to go into the Year 11 line again .",Why did I try shoving him out ?,Because he 's deaf .,Because he 's a year 10 kid .,Because I have poor interpersonal skills .,Because i did not want to look like a mean person .,2,2,[-3.406  -4.87   -0.1455 -4.71  ],3,[-30.446022 -29.099548 -25.43748  -20.298409]
356TQKY9XHBHBU7VJVLAIZCQ2LI78A##3C6FJU71TT81BV83Z9IHGOA1UKNYUK##A394JO4NEPCY3M##Blog_1455491##q1_a2##34OWYT6U3YVEEJ717EVL9KXA0G39I6,"Tonight at the St. Matthews Fall Festival Fiesta ( which was thankfully not as cold as it has been in the last few year ) I was sitting talking with Tom , Bob and Chris and I feel something brushing up on my feet and lightly on my legs . I look around and everyone has the hands and feet to themselves . Then it gets a little "" friskier "" or so I thought , until I finally could n't take it and I looked under the table to find Liam there tickling my toes . And I laughed and said "" OMG I thought Tom was feeling me up and it 's Liam ! """,What might be different if the narrator did n't go to the festival ?,"They would have been talking to Tom , Bob and Chris",It would n't have been as cold as last year,They would have been tickled under the table,"They would n't have been talking to Tom , Bob and Chris",3,1,[-2.734  -0.0474 -1.425  -0.591 ],1,[-28.869604 -23.776993 -28.741362 -25.119371]
3XBYQ44Z6RIFZT0KU14H1B7U9JPTWO##36NEMU28XISE9I8UB6974H8R62AMWV##A1S1K7134S2VUC##Blog_932710##q1_a1##3QGHA0EA0LEF3763UFDW1H183QIWBM,"I should explain that I have been writing up the outdoor hours a week after our walks , giving us time to do more observation and research . Outdoor hour # 5 was keeping a list ( like of the lizards you had seen ) and Outdoor Hour # 6 is starting a nature collection . We already have a nature collection , so I feel pretty confident writing about it today .",Have outdoor hour # 2 and 3 been written up already ?,"Outdoor Hours 2 and 3 have yet to be done , so they can not e written up yet .",None of the above choices .,"The lizards in nature are more interesting to write about , 2 and 3 are not started .","Yes , these walks were completed a while ago , the write up was completed .",3,3,[-1.322  -1.565  -0.3447  1.464 ],0,[-20.971405 -27.117544 -26.36752  -21.936663]
3XBYQ44Z6RIFZT0KU14H1B7U9JPTWO##36NEMU28XISE9I8UB6974H8R62AMWV##A1S1K7134S2VUC##Blog_932710##q1_a2##3O0M2G5VC8GK6C8MMPTHFJNRVXH944,"I should explain that I have been writing up the outdoor hours a week after our walks , giving us time to do more observation and research . Outdoor hour # 5 was keeping a list ( like of the lizards you had seen ) and Outdoor Hour # 6 is starting a nature collection . We already have a nature collection , so I feel pretty confident writing about it today .",Have outdoor hour # 2 and 3 been written up already ?,"The lizards in nature are more interesting to write about , 2 and 3 are not started .","Outdoor Hours 2 and 3 have yet to be done , so they can not e written up yet .",None of the above choices .,"2 and 3 outdoor hours were completed earlier , the write up is complete .",3,0,[-0.3447 -1.322  -1.565  -1.138 ],1,[-26.36752  -20.971405 -27.117544 -24.121662]
341H3G5YF0C3JQ9RNOOEO6BZ06C0Z5##3MX2NQ3YCASGVMT79FC7X0N3MQE5XB##A2LTOS0AZ3B28A##Blog_816901##q2_a1##3XBXDSS88AX65GX5VXYCH3BKODUXLD,"Speaking to the Wall Street Journal today , Steve Jobs announced that Apple 's AppStore is doing very well indeed , totting up some 60 million downloads from the site so far . In monetary terms , the downloads come to around $ 45 million , with the revenue of the downloads split between Apple and the app developers 30/70 . If this continues , Apple stands to bank at least $ 360 million a year in new revenue from the AppStore . "" Who knows , maybe it will be a $ 1 billion marketplace at some point in time , "" said Jobs in the interview .",Why are they so interested in talking about Apple Appstore ?,He is one of the App developers and wants people to know .,They want to be a part of making 45 million dollars,None of the above choices .,They have bought stock in Apple .,3,0,[ 0.645 -5.73  -1.691 -3.723],2,[-27.229094 -30.871284 -24.973518 -31.266586]
3O4VWC1GEYKOUS2R8NFBU89PEA4J3E##3YGXWBAF73WPRUDJOB9A6TKOU73C43##A2MHM7JK1T9XHR##Blog_108578##q2_a1##3P7RGTLO6GRJPX7UZNUXIVN8ZI7KA3,"Since it is abundantly clear that the majority of a dive 's score is in the amount of splash ( and whether you 're from China ) , clearly the US program is not doing something right in its training . It 's all about the splash , baby , because right now we do n't understand that . I ' m watching the US coaches and family members applauding well performed dives that ended with cannonball splashes . They were rightfully pleased with the decent dives , but the tsunami earns them 5 's and 6 's .",What might be true about Chinese divers ?,They make smaller splashes when they dive,They make larger splashes when they dive,They do n't compete with Americans,They usually score lower than Americans,0,3,[-3.434    -3.156    -2.871    -0.014404],1,[-26.50052  -21.51627  -26.406397 -21.946516]
3MG8450X2O8PL8J1YM4WMFXS635UPR##339ANSOTR60MNAPFHGGCWFJ6W15KI8##A2KYOM2ZGYDJGT##Blog_452994##q1_a1##3HXCEECSQO7FAA4JFUBN8WTR5Y7YZQ,"After I researched , I found a resume that I understood , at the time , to be correct . Upon getting feedback from Dr. Fricke I realized it was not . Therefore , I went back and found an appropriate example .",Why did the writer get feedback from Dr. Fricke ?,Because the writer went back and found an appropriate example .,None of the above choices .,Because the writer did research .,Because the writer found a resume they understood .,1,1,[-5.715 -1.673 -4.293 -4.617],2,[-30.49918  -25.638697 -24.910751 -29.780437]
39O0SQZVJN58ZANKY6FAHIJNZ5KR7S##3LWJHTCVCDKOOMLKTDUOP4INFT6QF8##A2KYOM2ZGYDJGT##Blog_482521##q1_a1##39AYGO6AFHYJA1GU6N51UI2PW5YN6G,"2007 GSX - R Suzuki 750 Mileage : 4,600 miles VIN : JS1GR7KAX72107472 Engine size : 750 cc Type : Sport bike Exterior color : Blue Bike has been garaged since purchased in August of 07 . One owner , bought with zero miles . Bike comes equipped with Scorpio Alarm system which includes kill switch , motion detectors , hi - jacker alarm system .",What 's a likely reason the writer bought the bike with 0 miles ?,None of the above choices .,They really wanted the 2007 model at the time .,They wanted to garage it .,They wanted a bike that was brand new .,3,2,[-0.748  -2.832  -0.1112 -4.168 ],0,[-25.930664 -26.006329 -29.787643 -28.523842]
3SA4EMRVJXGOZB6SKD2CP6XTJDD0PG##352YTHGROYSG82OZA3NBHKH45QLH4A##AO33H4GL9KZX9##Blog_146448##q1_a1##3126F2F5FAHNQ1LMSK1RAVZXDQYEPF,"If you have been procrastinating , today is a great day to take care of any unfinished business . The ambitious Capricorn Moon is in your 3rd House of Communication , making this an ideal time to write a letter or an email or to make a phone call about a serious matter that has been lingering . Tying up loose ends will require your concentration for a while , but will allow you to feel good about yourself later . Thursday , July 17 , 2008I finally wrapped things up with Garrett last night with a long email .",Why might this narrator consider the astrological signs and give suggestions on what to do ?,This narrator might write for an astrological blog or column as a career advice .,This narrator might write for an astrological blog or column as an entertainment .,None of the above choices .,This narrator might write for an astrological blog or column as a therapy .,1,0,[9.914 8.45  3.031 7.92 ],0,[-23.7798   -29.37669  -23.91846  -29.642284]
3XEIP58NL0LGGMYDCHAXMQ3N3Z3ZLJ##3FTOP5WARGMG5V2HV5RUPWJXU3X0J8##A1I72NHC21347A##Blog_1436210##q1_a1##3MYASTQBG9P3Y781W25W4I7MIZODQV,"Whatever number the students picked out of the basket was the artwork they had to critique ( though if they picked thier own number , they would have to draw again ) . This critique had to be 4 paragraphs : describe , analyze , interpret and judge . This really helps the students look closely at the artwork . They get to see how the elements and principles work together in the artwork , as well as voicing their opinions on what the artwork is about and why they like or dislike the work .",What may happen if a student picked a friends number ?,None of the above choices .,They would critique their artwork ?,They would critique a different piece of artwork .,They would be required to draw a new number .,1,2,[-3.045  -2.094  -0.9976 -1.28  ],3,[-27.210953 -28.669617 -24.607065 -21.292564]
3XEIP58NL0LGGMYDCHAXMQ3N3Z3ZLJ##3FTOP5WARGMG5V2HV5RUPWJXU3X0J8##A1I72NHC21347A##Blog_1436210##q1_a2##30ZKOOGW2YKHJWL8RDOFDGR8PKZ1AM,"Whatever number the students picked out of the basket was the artwork they had to critique ( though if they picked thier own number , they would have to draw again ) . This critique had to be 4 paragraphs : describe , analyze , interpret and judge . This really helps the students look closely at the artwork . They get to see how the elements and principles work together in the artwork , as well as voicing their opinions on what the artwork is about and why they like or dislike the work .",What may happen if a student picked a friends number ?,None of the above choices .,They would be required to draw a new number .,"They would describe , analyze , interpret and judge the artwork .",They would critique a different piece of artwork .,2,3,[-3.045  -1.28   -5.113  -0.9976],1,[-27.210953 -21.292564 -28.565681 -24.607065]
